지역코드,날짜,최저기온(°C),0.5m 지중온도(°C),평균 증기압(hPa),가조시간(hr),평균 상대습도(%),파워
1111010300,2023-10-26,14.6,17.5,15.5,10.9,79.4,621.7
1111010300,2023-10-27,12.6,17.9,12.4,10.8,71.1,626.926
1111010300,2023-10-28,9.4,17.7,9.7,10.8,62.9,551.226
1111010300,2023-10-29,9.8,17.3,10.0,10.8,61.6,533.932
1111010300,2023-10-30,9.7,17.1,12.1,10.7,72.0,623.538
1111010300,2023-10-31,12.7,17.200000000000003,14.0,10.7,76.0,617.183
1111010300,2023-11-01,17.2,17.3,17.9,10.7,81.8,685.254
1111010300,2023-11-02,18.7,17.7,17.0,10.6,70.9,646.411
1111010300,2023-11-03,17.7,18.3,18.7,10.6,83.3,675.941
1111010300,2023-11-04,14.1,18.5,14.9,10.5,75.5,573.395
1111010300,2023-11-05,15.1,18.4,17.2,10.5,87.0,570.782
1111010300,2023-11-06,6.6,18.2,13.5,10.5,84.9,660.826
1111010300,2023-11-07,3.6,17.4,5.7,10.4,62.5,626.233
1111010300,2023-11-08,1.8,16.0,5.7,10.4,55.1,677.931
1111010300,2023-11-09,5.9,15.1,10.1,10.4,73.1,715.891
1111010300,2023-11-14,-0.8,11.0,5.7,10.2,66.1,748.849
1111010300,2023-11-15,2.0,10.8,7.0,10.2,71.4,779.304
1111010300,2023-11-16,5.7,11.0,8.2,10.2,85.0,833.802
1111010300,2023-11-17,-1.9,10.9,4.1,10.1,59.3,760.415
1111010300,2023-11-18,-3.8,10.2,3.8,10.1,58.9,595.309
1111010300,2023-11-19,-0.3,9.5,6.4,10.1,68.3,587.281
1111010300,2023-11-20,1.8,9.5,5.3,10.1,58.4,756.766
1111010300,2023-11-21,1.4,9.4,5.9,10.0,59.6,697.337
1111010300,2023-11-22,2.9,9.4,8.0,10.0,68.1,714.704
1111010300,2023-11-23,1.9,9.9,9.0,10.0,71.1,675.062
1111010300,2023-11-24,-4.4,10.3,2.8,9.9,51.8,773.057
1111010300,2023-11-25,-5.9,9.3,2.3,9.9,42.8,618.467
1111010300,2023-11-26,-0.1,8.5,3.7,9.9,43.6,566.717
1111010300,2023-11-27,4.4,8.6,7.8,9.9,82.9,756.747
1111010300,2023-11-28,-1.2,8.8,3.9,9.8,57.5,720.175
1111010300,2023-11-29,-4.0,8.3,3.3,9.8,58.9,836.032
1111010300,2023-11-30,-7.3,7.5,2.1,9.8,48.5,919.229
1111010300,2023-12-01,-6.8,6.8,2.6,9.8,55.3,804.585
1111010300,2023-12-02,-4.4,6.2,4.3,9.8,60.8,610.156
1111010300,2023-12-03,-2.8,6.0,3.5,9.8,56.3,589.873
1111010300,2023-12-04,-3.0,5.9,4.4,9.7,59.5,654.834
1111010300,2023-12-05,3.8,5.8,5.5,9.7,55.4,734.62
1111010300,2023-12-06,3.9,6.2,7.2,9.7,76.1,814.001
1111010300,2023-12-07,0.8,6.6,6.4,9.7,64.0,764.668
1111010300,2023-12-08,5.1,6.8,10.0,9.7,73.4,687.805
1111010300,2023-12-09,11.7,7.6,12.9,9.7,82.9,594.567
1111010300,2023-12-10,6.7,8.6,8.9,9.7,67.9,596.655
1111010300,2023-12-11,5.0,9.0,9.5,9.6,82.9,739.347
1111010300,2023-12-12,3.5,9.1,6.7,9.6,75.6,694.747
1111010300,2023-12-13,2.6,8.7,7.2,9.6,74.1,690.154
1111010300,2023-12-14,6.2,8.6,8.9,9.6,85.8,654.012
1111010300,2023-12-15,3.7,8.5,8.3,9.6,95.4,841.678
1111010300,2023-12-16,-9.9,8.2,3.4,9.6,68.9,753.149
1111010300,2023-12-17,-12.4,7.1,1.4,9.6,48.9,655.364
1111010300,2023-12-18,-12.2,5.9,1.5,9.6,45.1,992.209
1111010300,2023-12-19,-8.2,5.1,3.1,9.6,63.1,857.097
1111010300,2023-12-20,-11.9,4.7,2.3,9.6,64.1,971.876
1111010300,2023-12-21,-14.4,4.3,1.4,9.6,57.4,1024.49
1111010300,2023-12-22,-14.7,4.0,1.3,9.6,51.8,996.818
1111010300,2023-12-23,-12.7,3.7,1.9,9.6,53.4,829.934
1111010300,2023-12-24,-5.6,3.5,3.8,9.6,73.4,849.488
1111010300,2023-12-25,-2.7,3.4,4.7,9.6,80.8,689.612
1111010300,2023-12-26,-2.6,3.3,5.0,9.6,72.9,810.883
1111010300,2023-12-27,-2.8,3.2,5.2,9.6,76.6,881.096
1111010300,2023-12-28,-1.7,3.1,4.6,9.6,69.5,790.14
1111010300,2023-12-29,-1.5,3.1,4.8,9.6,71.0,770.507
1111010300,2023-12-30,-0.9,3.0,5.9,9.6,92.0,761.349
1111010300,2023-12-31,0.6,3.0,6.8,9.6,95.5,674.035
1111010300,2024-01-01,-0.3,2.8,6.3,9.6,83.4,635.42
1111010300,2024-01-02,2.2,2.8,5.5,9.6,72.6,769.481
1111010300,2024-01-03,-1.1,2.8,5.6,9.7,80.4,806.496
1111010300,2024-01-04,-3.3,2.8,5.0,9.7,74.3,829.187
1111010300,2024-01-05,1.4,2.8,6.7,9.7,77.1,758.3729999999999
1111010300,2024-01-06,-2.7,3.0,4.0,9.7,63.9,727.915
1111010300,2024-01-07,-8.3,3.0,2.5,9.7,57.4,683.991
1111010300,2024-01-08,-10.3,2.9,2.5,9.7,57.8,979.392
1111010300,2024-01-09,-1.9,2.8,5.0,9.7,84.0,986.099
1111010300,2024-01-10,-4.1,2.8,4.9,9.8,85.9,897.324
1111010300,2024-01-11,-2.4,2.8,5.6,9.8,80.6,874.37
1111010300,2024-01-12,-1.4,2.8,4.0,9.8,61.6,901.76
1111010300,2024-01-13,-3.8,2.8,2.7,9.8,44.3,771.188
1111010300,2024-01-14,-3.3,2.7,4.4,9.8,74.5,688.052
1111010300,2024-01-15,-6.9,2.6,2.3,9.9,51.3,877.433
1111010300,2024-01-16,-7.2,2.6,2.6,9.9,49.8,909.269
1111010300,2024-01-17,-2.3,2.5,5.1,9.9,78.5,908.628
1111010300,2024-01-18,1.4,2.4,6.8,9.9,81.5,834.981
1111010300,2024-01-20,1.9,2.3,5.4,10.0,69.5,238.8595
1111010300,2024-01-21,-2.4,2.5,5.3,10.0,75.8,608.342
1111010300,2024-01-22,-11.9,2.7,2.2,10.0,65.6,785.989
1111010300,2024-01-23,-14.0,2.4,1.4,10.0,53.6,973.305
1111010300,2024-01-24,-11.2,2.3,1.7,10.1,52.0,876.399
1111010300,2024-01-25,-9.7,2.2,2.0,10.1,47.8,1035.164
1111010300,2024-01-26,-6.9,2.1,3.4,10.1,62.5,892.774
1111010300,2024-01-27,-4.6,2.0,4.0,10.2,70.0,724.116
1111010300,2024-01-28,-5.0,1.9,3.4,10.2,62.3,703.32
1111010400,2022-12-04,-5.2,7.5,1.8,9.7,38.9,3150.417
1111010400,2022-12-05,-7.0,7.0,2.0,9.7,41.9,2808.817
1111010400,2022-12-06,-3.9,6.6,4.1,9.7,62.8,1232.794
1111010400,2022-12-08,0.1,6.6,4.4,9.7,57.5,2397.403
1111010400,2022-12-09,0.9,6.6,5.1,9.7,60.8,2304.235
1111010400,2022-12-10,-0.6,6.8,3.4,9.6,46.5,2193.348
1111010400,2022-12-11,-1.5,6.5,3.5,9.6,52.5,2400.876
1111010400,2022-12-12,-2.0,6.2,5.3,9.6,73.4,2398.844
1111010400,2022-12-13,-6.4,6.1,4.5,9.6,70.8,1847.868
1111010400,2022-12-14,-11.0,6.0,1.6,9.6,50.1,4078.326
1111010400,2022-12-15,-8.5,5.4,3.6,9.6,79.1,3957.525
1111010400,2022-12-16,-9.6,5.0,2.1,9.6,56.9,3762.357
1111010400,2022-12-17,-9.8,4.8,1.9,9.6,52.0,3072.908
1111010400,2022-12-18,-12.4,4.5,1.4,9.6,47.1,3406.178
1111010400,2022-12-19,-12.0,4.3,2.0,9.6,55.6,3733.136
1111010400,2022-12-20,-9.5,4.1,2.7,9.6,55.8,1996.132
1111010400,2022-12-21,-2.6,4.0,5.0,9.6,82.4,3398.298
1111010400,2022-12-22,-11.3,3.9,2.1,9.6,60.5,3517.581
1111010400,2022-12-23,-13.7,3.7,1.5,9.6,60.5,3937.293
1111010400,2022-12-24,-13.5,3.5,1.8,9.6,54.9,3471.598
1111010400,2022-12-25,-9.6,3.4,2.7,9.6,66.5,3472.8160000000003
1111010400,2022-12-26,-7.9,3.2,3.1,9.6,68.4,3369.914
1111010400,2022-12-27,-7.3,3.1,3.5,9.6,69.8,1433.994
1111010400,2022-12-28,-6.0,3.0,2.8,9.6,58.1,3722.257
1111010400,2022-12-29,-7.8,2.9,2.8,9.6,56.3,3432.913
1111010400,2022-12-30,-4.4,2.9,3.5,9.6,65.6,2767.717
1111010400,2023-01-01,-4.3,2.8,3.3,9.6,54.5,1207.327
1111010400,2023-01-02,-7.4,2.7,2.0,9.6,45.9,3287.635
1111010400,2023-01-03,-9.0,2.6,2.0,9.7,49.0,1471.7
1111010400,2023-01-04,-5.7,2.5,2.7,9.7,51.4,3225.589
1111010400,2023-01-05,-5.6,2.4,3.1,9.7,58.1,2868.083
1111010400,2023-01-06,-4.7,2.3,4.6,9.7,71.9,2868.787
1111010400,2023-01-07,-1.4,2.3,5.5,9.7,80.9,2324.055
1111010400,2023-01-08,-3.7,2.3,4.6,9.7,69.3,2360.171
1111010400,2023-01-09,-1.3,2.3,4.7,9.7,60.1,2336.687
1111010400,2023-01-10,-3.9,2.3,4.0,9.8,59.9,1216.77
1111010400,2023-01-11,-2.0,2.3,4.4,9.8,61.9,2394.416
1111010400,2023-01-12,-0.6,2.3,4.1,9.8,46.6,2298.464
1111010400,2023-01-13,5.1,1.3,10.8,9.8,99.1,2120.821
1111010400,2023-01-14,3.8,1.8,9.1,9.8,92.9,1934.534
1111010400,2023-01-15,-3.5,1.9,5.7,9.9,93.9,2202.647
1111010400,2023-01-16,-6.8,2.1,2.8,9.9,63.1,2946.867
1111010400,2023-01-17,-7.0,2.2,3.1,9.9,65.1,1497.568
1111010400,2023-01-18,-4.6,2.3,3.1,9.9,60.5,2831.514
1111010400,2023-01-19,-6.0,2.3,4.2,9.9,69.3,2668.262
1111010400,2023-01-20,-7.7,2.3,2.7,10.0,52.4,2615.482
1111010400,2023-01-21,-10.5,2.3,2.4,10.0,55.4,2889.346
1111010400,2023-01-22,-2.8,2.3,3.7,10.0,62.8,2417.937
1111010400,2023-01-23,-6.9,2.3,4.0,10.0,66.6,2893.375
1111010400,2023-01-24,-17.0,2.2,1.0,10.1,51.9,4343.61
1111010400,2023-01-25,-17.3,2.0,1.1,10.1,45.1,4376.616
1111010400,2023-01-26,-9.0,1.9,3.2,10.1,80.1,3733.605
1111010400,2023-02-09,-2.8,1.5,4.0,10.6,49.9,2541.442
1111010400,2023-02-10,1.1,1.5,6.4,10.6,79.6,2368.51
1111010400,2023-02-11,-1.2,1.5,5.4,10.7,73.0,2326.231
1111010400,2023-02-13,2.7,1.5,6.1,10.7,66.5,2153.065
1111010400,2023-02-14,-2.5,1.5,3.7,10.8,54.9,1234.537
1111010400,2023-02-15,-1.2,1.6,3.6,10.8,46.4,2493.307
1111010400,2023-02-16,-0.7,1.7,4.9,10.9,68.3,2596.813
1111010400,2023-02-17,-1.5,1.9,5.1,10.9,67.8,2381.351
1111010400,2023-02-18,3.0,2.3,5.3,10.9,58.3,2111.16
1111010400,2023-02-19,0.2,2.8,4.4,11.0,56.1,2294.419
1111010400,2023-02-20,-3.5,3.2,2.7,11.0,46.4,2819.829
1111010400,2023-02-21,-5.3,3.0,2.3,11.0,42.4,1737.267
1111010400,2023-02-22,-4.5,2.8,3.2,11.1,50.6,2566.549
1111010400,2023-02-23,-1.8,2.9,4.8,11.1,65.5,2536.957
1111010400,2023-02-24,-0.4,3.3,4.4,11.2,57.9,2305.339
1111010400,2023-02-25,-2.9,3.7,2.8,11.2,44.0,2229.276
1111010400,2023-02-26,-3.4,3.6,3.3,11.2,46.6,2134.684
1111010400,2023-02-27,-1.8,3.6,3.8,11.3,47.4,2233.196
1111010400,2023-03-06,2.2,5.7,4.7,11.5,41.9,1903.417
1111010400,2023-03-07,6.3,6.1,8.4,11.6,60.9,1185.162
1111010400,2023-03-08,7.4,6.8,9.3,11.6,66.3,2010.461
1111010400,2023-03-10,6.2,7.6,8.8,11.7,62.1,1759.801
1111010400,2023-03-11,10.2,8.2,8.3,11.8,52.0,1384.294
1111010400,2023-03-12,0.6,8.9,6.7,11.8,68.0,1600.794
1111010400,2023-03-13,-1.9,7.9,3.0,11.8,38.9,2058.814
1111010400,2023-03-14,3.3,7.5,5.3,11.9,45.9,1006.219
1111010400,2023-03-15,3.5,7.8,7.7,11.9,66.6,2000.172
1111010400,2023-03-16,0.4,7.7,3.1,12.0,36.8,2274.678
1111010400,2023-03-17,0.7,7.4,3.4,12.0,34.3,1928.789
1111010400,2023-03-18,2.5,7.5,4.7,12.0,46.4,1878.052
1111010400,2023-03-19,2.3,7.7,6.3,12.1,59.6,1864.168
1111010400,2023-03-20,2.6,8.1,5.5,12.1,50.4,1864.308
1111010400,2023-03-21,5.0,8.4,5.0,12.2,35.1,1019.16
1111010400,2023-03-22,9.2,9.0,8.6,12.2,44.8,1775.907
1111010400,2023-03-23,12.3,10.0,9.7,12.2,48.9,1686.143
1111010400,2023-03-24,7.6,10.8,5.3,12.3,36.8,1573.781
1111010400,2023-03-25,8.0,10.8,8.5,12.3,59.9,1463.705
1111010400,2023-03-26,4.7,10.9,3.9,12.4,34.0,1615.485
1111010400,2023-03-27,1.9,10.7,4.4,12.4,44.8,1446.764
1111010400,2023-03-28,2.8,10.4,5.8,12.4,53.3,902.683
1111010400,2023-03-29,5.1,10.4,6.5,12.5,50.3,1465.329
1111010400,2023-03-30,6.4,10.7,6.2,12.5,42.5,1669.634
1111010400,2023-03-31,7.5,11.1,6.9,12.6,42.5,1505.54
1111010400,2023-04-01,9.4,11.6,7.5,12.6,40.4,1394.816
1111010400,2023-04-02,11.9,12.2,6.0,12.6,29.6,1195.152
1111010400,2023-04-03,11.3,12.6,6.1,12.7,29.4,1399.93
1111010400,2023-04-04,12.7,13.1,7.5,12.7,40.4,845.107
1111010400,2023-04-05,8.7,13.2,13.7,12.8,97.8,1441.619
1111010400,2023-04-06,7.4,12.8,10.7,12.8,94.6,1912.068
1111010400,2023-04-07,4.6,12.1,7.3,12.8,65.0,1532.837
1111010400,2023-04-11,9.2,12.5,11.1,13.0,73.4,1119.32
1111010400,2023-04-12,4.8,12.1,5.3,13.0,45.1,1368.024
1111010400,2023-04-13,5.1,12.1,5.7,13.1,45.0,1575.104
1111010400,2023-04-14,11.9,12.2,10.7,13.1,58.6,1475.85
1111010400,2023-04-15,9.3,12.9,12.6,13.2,81.8,1558.164
1111010400,2023-04-16,7.5,13.0,9.0,13.2,71.4,1434.724
1111010400,2023-04-17,6.8,12.9,8.5,13.2,59.0,1320.535
1111010400,2023-04-18,10.7,13.2,12.4,13.3,78.6,917.278
1111010400,2023-04-19,11.5,13.4,13.7,13.3,66.1,1184.738
1111010400,2023-04-20,14.5,14.5,16.5,13.3,92.1,1252.934
1111010400,2023-04-21,11.4,14.6,8.9,13.4,50.4,1263.18
1111010400,2023-04-22,12.2,14.9,4.3,13.4,22.9,1200.842
1111010400,2023-04-23,10.7,14.9,6.1,13.4,34.1,1116.608
1111010400,2023-04-24,11.5,15.0,7.3,13.5,40.5,1208.526
1111010400,2023-04-25,9.0,15.1,8.9,13.5,68.6,952.35
1111010400,2023-04-26,7.4,14.4,8.6,13.6,69.9,1315.212
1111010400,2023-04-27,5.1,14.1,8.6,13.6,61.6,1194.571
1111010400,2023-04-28,9.0,14.5,10.7,13.6,62.0,1227.351
1111010400,2023-04-29,9.9,15.0,13.6,13.7,88.1,1504.47
1111010400,2023-04-30,7.9,14.8,10.4,13.7,72.9,1309.517
1111010400,2023-05-01,9.8,14.9,8.8,13.7,57.0,1165.923
1111010400,2023-05-02,9.1,15.3,7.3,13.8,40.5,868.4350000000001
1111010400,2023-05-03,12.4,15.6,11.6,13.8,52.5,1197.349
1111010400,2023-05-04,15.6,16.4,16.3,13.8,65.5,1169.072
1111010400,2023-05-05,15.5,17.1,20.2,13.9,95.3,1192.949
1111010400,2023-05-06,11.7,17.2,12.5,13.9,85.6,1201.747
1111010400,2023-05-07,11.1,16.2,7.6,13.9,47.1,1143.128
1111010400,2023-05-08,7.9,15.8,9.2,14.0,55.3,1181.886
1111010400,2023-05-09,10.0,16.1,10.2,14.0,55.4,783.049
1111010400,2023-05-10,10.7,16.6,10.6,14.0,53.3,1198.883
1111010400,2023-05-11,12.8,17.0,10.8,14.1,50.1,1149.865
1111010400,2023-05-12,13.1,17.5,10.1,14.1,50.9,1116.841
1111010400,2023-05-13,12.6,17.6,12.3,14.1,62.0,1144.588
1111010400,2023-05-14,12.9,17.9,11.3,14.2,56.5,1153.109
1111010400,2023-05-15,12.8,18.2,12.6,14.2,54.6,1214.311
1111010400,2023-05-16,17.2,18.7,14.9,14.2,51.9,864.6270000000001
1111010400,2023-05-17,18.6,19.5,17.9,14.2,63.6,1261.506
1111010400,2023-05-18,18.8,20.2,18.6,14.3,74.8,1246.109
1111010400,2023-05-19,16.7,20.1,16.1,14.3,61.4,1359.518
1111010400,2023-05-20,16.6,20.4,16.5,14.3,66.9,1405.767
1111010400,2023-05-21,15.3,20.7,14.7,14.3,74.0,1210.704
1111010400,2023-05-22,15.9,20.7,14.0,14.4,61.3,1307.927
1111010400,2023-05-23,14.1,20.9,11.2,14.4,48.0,895.908
1111010400,2023-05-24,14.8,21.1,11.7,14.4,49.8,1289.972
1111010400,2023-05-25,15.7,20.9,11.1,14.4,46.6,1470.506
1111010400,2023-05-26,15.8,21.2,14.2,14.5,57.4,1375.071
1111010400,2023-05-27,18.6,21.5,19.4,14.5,87.4,1227.081
1111010400,2023-05-28,18.4,20.7,21.9,14.5,98.9,1105.164
1111010400,2023-05-29,19.0,20.4,23.2,14.5,83.4,1097.445
1111010400,2023-05-30,20.5,21.1,20.2,14.5,69.5,968.966
1111010400,2023-05-31,18.8,21.5,16.6,14.6,60.8,1516.791
1111010400,2023-06-01,19.7,21.9,18.3,14.6,66.9,1486.975
1111010400,2023-06-02,17.9,21.8,18.3,14.6,77.4,1466.475
1111010400,2023-06-03,16.6,21.5,15.1,14.6,60.1,1359.67
1111010400,2023-06-04,16.9,21.8,15.4,14.6,61.0,1331.286
1111010400,2023-06-05,17.6,22.1,16.8,14.6,66.9,1445.452
1111010400,2023-06-06,17.3,22.3,17.1,14.7,72.9,1391.914
1111010400,2023-06-07,18.9,22.3,19.1,14.7,75.3,920.153
1111010400,2023-06-08,18.3,22.1,19.2,14.7,80.5,1449.875
1111010400,2023-06-09,18.3,21.9,17.4,14.7,64.0,1409.395
1111010400,2023-06-10,19.6,22.4,19.5,14.7,70.0,1404.129
1111010400,2023-06-11,17.9,22.5,19.8,14.7,76.1,1361.853
1111010400,2023-06-12,18.4,22.6,18.5,14.7,70.5,1491.363
1111010400,2023-08-10,20.9,28.4,24.5,13.8,91.9,4208.98
1111010400,2023-08-11,21.6,26.5,26.8,13.8,93.1,4200.023
1111010400,2023-08-12,22.5,26.0,25.9,13.7,91.0,3666.54
1111010400,2023-08-13,22.6,25.9,26.9,13.7,76.9,4054.514
1111010400,2023-08-14,24.8,26.5,28.3,13.7,75.4,4749.823
1111010400,2023-08-15,24.7,26.8,27.7,13.7,71.4,4603.151
1111010400,2023-08-16,24.7,27.2,26.0,13.6,72.0,4409.996
1111010400,2023-08-17,24.5,27.3,27.4,13.6,73.0,5121.019
1111010400,2023-08-18,25.5,27.5,28.7,13.5,72.1,5498.682
1111010400,2023-08-19,26.4,27.8,27.3,13.5,68.9,5220.313
1111010400,2023-08-20,25.5,27.9,27.3,13.5,71.8,4819.407
1111010400,2023-08-21,26.0,27.9,28.5,13.4,69.8,5577.158
1111010400,2023-08-22,25.8,28.1,29.4,13.4,80.3,4568.667
1111010400,2023-08-23,23.2,27.9,28.5,13.4,91.3,4871.0470000000005
1111010400,2023-08-24,22.3,27.3,26.8,13.3,84.8,4445.884
1111010400,2023-08-25,24.0,27.3,26.6,13.3,77.9,4635.535
1111010400,2023-08-26,23.3,27.4,24.4,13.2,72.3,4436.546
1111010400,2023-08-27,22.7,27.4,25.2,13.2,75.0,4060.348
1111010400,2023-08-29,22.5,26.6,26.5,13.1,89.6,3559.375
1111010400,2023-08-30,21.5,26.1,24.4,13.1,88.0,3936.082
1111010400,2023-08-31,21.0,25.9,22.3,13.1,76.9,3881.416
1111010400,2023-09-01,19.7,25.9,21.0,13.0,70.6,4020.064
1111010400,2023-09-02,19.7,25.9,20.0,13.0,63.9,3779.429
1111010400,2023-09-03,23.1,26.0,25.7,12.9,77.8,3934.333
1111010400,2023-09-04,24.3,26.2,28.3,12.9,79.9,4387.845
1111010400,2023-09-05,25.0,26.5,26.6,12.9,69.5,4256.685
1111010400,2023-09-06,24.0,26.8,23.9,12.8,65.1,4879.023
1111010400,2023-09-07,20.9,26.8,18.1,12.8,54.8,4562.644
1111010400,2023-09-08,19.6,26.6,19.1,12.7,60.3,4373.77
1111010400,2023-09-09,20.8,26.4,21.5,12.7,66.3,4071.791
1111010400,2023-09-11,23.1,26.3,21.6,12.6,67.3,4151.97
1111010400,2023-09-12,21.7,26.2,22.6,12.6,69.8,3631.807
1111010400,2023-09-13,19.6,26.1,22.3,12.5,84.5,4044.485
1111010400,2023-09-14,19.2,25.6,20.5,12.5,72.4,3846.123
1111010400,2023-09-15,20.3,25.4,22.1,12.5,82.3,3737.835
1111010400,2023-09-16,22.0,25.3,25.9,12.4,87.8,3731.143
1111010400,2023-09-17,22.0,25.2,26.1,12.4,84.8,3695.644
1111010400,2023-09-18,22.1,25.4,24.3,12.4,79.1,4042.163
1111010400,2023-09-19,21.6,25.5,24.2,12.3,81.1,3224.835
1111010400,2023-09-20,18.8,25.4,21.8,12.3,90.4,3396.832
1111010400,2023-09-21,17.5,24.7,16.5,12.2,70.9,2115.452
1111010400,2023-09-22,15.2,24.2,15.8,12.2,68.4,3360.38
1111010400,2023-09-23,16.3,23.9,16.1,12.2,63.9,3273.226
1111010400,2023-09-24,17.9,23.8,14.3,12.1,56.4,2994.652
1111010400,2023-09-25,17.9,23.7,16.9,12.1,66.4,3426.319
1111010400,2023-09-26,18.6,23.6,22.3,12.0,95.8,2962.329
1111010400,2023-09-27,20.0,23.3,23.1,12.0,90.1,3638.048
1111010400,2023-09-28,19.6,23.4,21.2,12.0,78.3,3739.14
1111010400,2023-09-29,17.4,23.6,14.9,11.9,61.5,3223.895
1111010400,2023-09-30,17.1,23.5,17.7,11.9,77.0,3430.122
1111010400,2023-10-01,14.4,23.0,12.2,11.8,59.5,3305.969
1111010400,2023-10-02,12.9,22.4,10.7,11.8,53.8,3315.332
1111010400,2023-10-03,14.4,21.9,13.0,11.7,66.3,3256.124
1111010400,2023-10-04,14.2,21.5,14.8,11.7,75.5,3149.27
1111010400,2023-10-05,9.9,21.1,7.4,11.7,46.1,3276.637
1111010400,2023-10-06,9.6,20.5,9.5,11.6,55.3,3198.986
1111010400,2023-10-07,11.7,20.2,11.7,11.6,62.6,3043.72
1111010400,2023-10-08,15.2,20.2,13.0,11.6,67.1,3057.306
1111010400,2023-10-09,14.1,20.0,13.3,11.5,68.1,3001.75
1111010400,2023-10-10,11.9,20.0,12.5,11.5,67.1,3070.714
1111010400,2023-10-11,12.9,19.9,11.1,11.4,57.5,3286.657
1111010400,2023-10-12,12.0,19.8,12.2,11.4,62.4,3324.339
1111010400,2023-10-13,14.3,19.8,13.7,11.4,69.6,3313.679
1111010400,2023-10-14,12.9,19.7,14.1,11.3,84.9,3151.575
1111010400,2023-10-15,10.9,19.2,14.3,11.3,80.0,3074.201
1111010400,2023-10-16,10.7,19.1,9.3,11.2,57.0,3261.653
1111010400,2023-10-17,7.5,18.8,8.4,11.2,55.6,3057.611
1111010400,2023-10-18,9.2,18.3,11.9,11.2,67.0,3315.384
1111010400,2023-10-19,14.9,18.4,16.1,11.1,82.5,3400.415
1111010400,2023-10-20,7.2,18.5,6.4,11.1,46.9,3341.581
1111010400,2023-10-21,5.9,17.8,6.7,11.1,54.8,3226.435
1111010400,2023-10-22,5.4,17.1,9.8,11.0,67.3,3215.738
1111010400,2023-10-23,11.1,16.9,12.4,11.0,73.8,3324.343
1111010400,2023-10-24,11.2,17.1,13.8,10.9,78.5,2989.126
1111010400,2023-10-25,12.7,17.2,14.6,10.9,78.6,3136.936
1111010400,2023-10-26,14.6,17.5,15.5,10.9,79.4,3104.509
1111010400,2023-10-27,12.6,17.9,12.4,10.8,71.1,3112.607
1111010400,2023-10-28,9.4,17.7,9.7,10.8,62.9,2843.713
1111010400,2023-10-29,9.8,17.3,10.0,10.8,61.6,2872.625
1111010400,2023-10-30,9.7,17.1,12.1,10.7,72.0,3068.456
1111010400,2023-10-31,12.7,17.200000000000003,14.0,10.7,76.0,3029.2
1111010400,2023-11-01,17.2,17.3,17.9,10.7,81.8,3166.174
1111010400,2023-11-02,18.7,17.7,17.0,10.6,70.9,3161.623
1111010400,2023-11-03,17.7,18.3,18.7,10.6,83.3,3169.308
1111010400,2023-11-04,14.1,18.5,14.9,10.5,75.5,2976.99
1111010400,2023-11-05,15.1,18.4,17.2,10.5,87.0,2917.42
1111010400,2023-11-06,6.6,18.2,13.5,10.5,84.9,3191.594
1111010400,2023-11-07,3.6,17.4,5.7,10.4,62.5,3224.25
1111010400,2023-11-08,1.8,16.0,5.7,10.4,55.1,3311.589
1111010400,2023-11-09,5.9,15.1,10.1,10.4,73.1,3468.178
1111010400,2023-11-14,-0.8,11.0,5.7,10.2,66.1,3924.341
1111010400,2023-11-15,2.0,10.8,7.0,10.2,71.4,3737.049
1111010400,2023-11-16,5.7,11.0,8.2,10.2,85.0,3898.833
1111010400,2023-11-17,-1.9,10.9,4.1,10.1,59.3,4284.506
1111010400,2023-11-18,-3.8,10.2,3.8,10.1,58.9,4187.959
1111010400,2023-11-19,-0.3,9.5,6.4,10.1,68.3,3428.451
1111010400,2023-11-20,1.8,9.5,5.3,10.1,58.4,3891.404
1111010400,2023-11-21,1.4,9.4,5.9,10.0,59.6,3894.917
1111010400,2023-11-22,2.9,9.4,8.0,10.0,68.1,3635.734
1111010400,2023-11-23,1.9,9.9,9.0,10.0,71.1,3417.411
1111010400,2023-11-24,-4.4,10.3,2.8,9.9,51.8,5539.398
1111010400,2023-11-25,-5.9,9.3,2.3,9.9,42.8,4450.633
1111010400,2023-11-26,-0.1,8.5,3.7,9.9,43.6,3616.981
1111010400,2023-11-27,4.4,8.6,7.8,9.9,82.9,4277.895
1111010400,2023-11-28,-1.2,8.8,3.9,9.8,57.5,4358.791
1111010400,2023-11-29,-4.0,8.3,3.3,9.8,58.9,6072.421
1111010400,2023-11-30,-7.3,7.5,2.1,9.8,48.5,7326.417
1111010400,2023-12-01,-6.8,6.8,2.6,9.8,55.3,6268.848
1111010400,2023-12-02,-4.4,6.2,4.3,9.8,60.8,4466.242
1111010400,2023-12-03,-2.8,6.0,3.5,9.8,56.3,3953.737
1111010400,2023-12-04,-3.0,5.9,4.4,9.7,59.5,3682.744
1111010400,2023-12-05,3.8,5.8,5.5,9.7,55.4,3800.749
1111010400,2023-12-06,3.9,6.2,7.2,9.7,76.1,4011.623
1111010400,2023-12-07,0.8,6.6,6.4,9.7,64.0,3920.391
1111010400,2023-12-08,5.1,6.8,10.0,9.7,73.4,3813.368
1111010400,2023-12-09,11.7,7.6,12.9,9.7,82.9,3182.158
1111010400,2023-12-10,6.7,8.6,8.9,9.7,67.9,3028.732
1111010400,2023-12-11,5.0,9.0,9.5,9.6,82.9,3805.736
1111010400,2023-12-12,3.5,9.1,6.7,9.6,75.6,4016.498
1111010400,2023-12-13,2.6,8.7,7.2,9.6,74.1,3419.994
